id,user_id,vehicle_model_id,travel_type_id,from_area_id,to_area_id,date_travel,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation
180939,46149,12,2,151,1391,10/26/2013 16:00,0,0,10/25/2013 10:44,12.89406,77.56452,12.970926,77.647321,1
172249,41341,12,2,912,1192,09/07/13 22:30,1,0,09/07/13 20:25,12.92645,77.61206,12.97677,77.5727,1
183138,7338,12,2,1062,463,11/05/13 21:00,1,0,11/04/13 21:22,13.059784,77.609219,12.96037,77.58132,1
152474,20607,12,2,61,1005,06/01/13 18:45,1,0,06/01/13 16:49,12.96298,77.71229,12.89096,77.60993,1
161875,37196,12,2,410,1194,7/21/2013 16:00,1,0,7/21/2013 14:14,13.05121,77.54113,13.00446,77.56923,1
183312,43146,12,2,393,192,11/06/13 23:30,1,0,11/06/13 7:01,13.19956,77.70688,13.07799,77.50576,1
145911,29134,12,2,1390,1192,4/24/2013 10:45,1,0,4/24/2013 8:42,12.969368,77.641302,12.97677,77.5727,1
177959,44693,12,2,776,1384,10/09/13 8:00,1,0,10/09/13 5:42,13.01508,77.67796,13.02853,77.54625,1
157905,35349,12,2,393,448,07/01/13 22:30,1,0,07/01/13 20:56,13.19956,77.70688,12.92732,77.63575,1
165694,38845,12,2,1280,585,08/09/13 3:15,1,0,08/08/13 22:37,12.966054,77.717837,12.97677,77.5727,1
182226,34972,12,2,1041,949,11/18/2013 9:30,0,0,10/31/2013 10:30,12.974408,77.6648,12.98275,77.61582,1
180726,46028,12,2,1089,585,10/24/2013 5:00,1,0,10/24/2013 2:15,12.99517,77.731147,12.97677,77.5727,1
163084,37776,12,2,1096,1337,7/28/2013 5:00,1,0,7/27/2013 23:55,12.96519,77.71932,12.975693,77.729096,1
170446,34972,12,2,1243,1041,09/06/13 18:15,0,0,8/31/2013 9:47,12.98275,77.61582,12.974408,77.6648,1
183455,33100,12,2,1226,1259,11/07/13 15:45,1,0,11/07/13 7:42,13.01508,77.67796,12.911942,77.651582,1
183891,37781,12,2,393,1089,11/11/13 0:15,1,0,11/10/13 9:23,13.19956,77.70688,12.99517,77.731147,1
153275,8504,12,3,1365,NULL,06/05/13 15:00,1,0,06/05/13 12:06,12.845653,77.677925,NULL,NULL,1
182466,44489,89,2,330,83,11/21/2013 15:45,0,0,10/31/2013 12:25,12.858833,77.589127,12.92415,77.67229,1
146872,20605,12,2,1371,571,4/30/2013 20:30,0,0,4/30/2013 16:27,13.000418,77.674835,12.95185,77.69642,1
183924,47698,89,3,136,NULL,11/10/13 15:45,1,0,11/10/13 13:37,12.90796,77.62418,NULL,NULL,1
151340,23573,12,2,1086,25,5/27/2013 5:30,0,1,5/26/2013 23:24,12.907487,77.64729,12.98059,77.57475,1
185885,48693,12,2,218,352,11/24/2013 18:45,0,1,11/23/2013 23:09,12.96799,77.58882,13.03369,77.62821,1
178860,45158,12,3,542,NULL,10/13/2013 13:15,1,0,10/13/2013 11:04,12.93823,77.62289,NULL,NULL,1
148788,30667,12,2,585,58,05/12/13 12:30,1,0,05/12/13 8:02,12.97677,77.5727,12.88963,77.60119,1
184230,45419,12,2,1032,293,11/12/13 15:00,1,0,11/12/13 13:11,12.913301,77.685592,12.849482,77.663187,1
145982,29169,12,2,516,484,4/24/2013 19:00,0,0,4/24/2013 17:35,13.0056,77.65799,12.90013,77.48279,1
184363,47865,12,2,1349,1052,11/26/2013 18:30,0,0,11/13/2013 10:14,12.993686,77.587527,12.912695,77.576265,1
178511,44936,12,2,293,339,10/11/13 19:30,1,0,10/11/13 15:11,12.849482,77.663187,12.91028,77.64512,1
139143,27384,28,2,1175,849,2/24/2013 18:30,0,0,2/24/2013 17:17,12.959979,77.647998,12.95434,77.60072,1
160219,36373,12,2,571,1384,07/12/13 18:45,1,0,07/12/13 16:17,12.95185,77.69642,13.02853,77.54625,1
148754,30644,12,2,1280,1036,05/12/13 7:30,1,0,05/11/13 23:30,12.966054,77.717837,12.925568,77.580568,1
142458,15932,12,2,1038,1191,3/28/2013 15:15,1,0,3/28/2013 6:48,12.981266,77.637162,13.03017,77.56684,1
180078,45721,12,2,392,458,10/20/2013 14:45,1,0,10/20/2013 11:24,12.986284,77.735245,13.00037,77.72746,1
185932,48724,12,2,393,269,11/24/2013 21:15,0,0,11/24/2013 14:12,13.19956,77.70688,12.9744,77.69183,1
151992,32355,12,2,499,1379,06/01/13 6:15,1,0,5/30/2013 20:36,12.88973,77.64865,13.062088,77.473672,1
184373,47865,12,2,1052,1349,11/19/2013 8:30,0,0,11/13/2013 10:18,12.912695,77.576265,12.993686,77.587527,1
179059,45264,12,3,92,NULL,10/14/2013 15:15,1,0,10/14/2013 10:54,12.99569,77.6835,NULL,NULL,1
148818,30685,12,3,156,NULL,05/12/13 15:30,0,0,05/12/13 9:58,13.02622,77.70143,NULL,NULL,1
176293,43678,12,2,393,1089,9/30/2013 14:45,1,0,9/29/2013 21:55,13.19956,77.70688,12.99517,77.731147,1
179267,45362,12,3,974,NULL,10/15/2013 19:00,1,0,10/15/2013 17:02,13.07557,77.55904,NULL,NULL,1
182232,34972,12,2,1041,949,11/25/2013 9:15,0,0,10/31/2013 10:30,12.974408,77.6648,12.98275,77.61582,1
172169,38205,12,2,458,1165,09/07/13 15:15,1,0,09/07/13 13:33,13.00037,77.72746,12.990947,77.687112,1
152488,32602,12,2,1089,1039,06/01/13 19:15,1,0,06/01/13 17:39,12.99517,77.731147,12.979949,77.642913,1
167010,39525,12,2,1330,176,8/15/2013 5:30,1,0,8/14/2013 21:24,12.953434,77.70651,12.9073,77.69512,1
137082,24606,12,2,137,1192,02/08/13 17:15,1,0,02/08/13 15:36,12.81575,77.68465,12.97677,77.5727,1
167342,39704,12,2,814,585,8/16/2013 17:45,1,0,8/16/2013 16:13,12.908993,77.6889,12.97677,77.5727,1
178760,44931,12,2,167,1038,10/12/13 21:45,1,0,10/12/13 18:29,12.99036,77.58913,12.981266,77.637162,1
182128,32527,12,2,1026,218,11/28/2013 7:45,0,0,10/31/2013 9:58,13.10482,77.57631,12.96799,77.58882,1
152296,32522,12,2,392,119,06/01/13 6:00,1,0,06/01/13 1:17,12.986284,77.735245,13.04758,77.59184,1
171931,41803,12,2,1337,92,09/06/13 18:45,0,0,09/06/13 14:46,12.975693,77.729096,12.99569,77.6835,1
164711,38373,12,2,356,376,08/04/13 18:00,1,0,08/04/13 8:43,12.833854,77.400913,12.90245,77.66081,1
168670,40084,12,2,271,1061,8/22/2013 19:30,1,0,8/22/2013 17:45,12.95641,77.64076,12.924878,77.566255,1
173773,29648,12,3,58,NULL,9/20/2013 8:45,0,0,9/15/2013 21:20,12.88963,77.60119,NULL,NULL,1
142425,21761,12,2,392,297,3/27/2013 21:45,1,0,3/27/2013 20:08,12.986284,77.735245,12.99789,77.61488,1
172600,42201,89,2,1053,150,09/10/13 8:30,1,0,09/09/13 23:28,12.912799,77.589784,12.89724,77.61065,1
178899,45177,12,3,814,NULL,10/13/2013 16:45,1,0,10/13/2013 14:43,12.908993,77.6889,NULL,NULL,1
179987,38827,12,2,115,452,10/21/2013 5:15,1,0,10/19/2013 17:34,12.99319,77.54472,12.95278,77.59088,1
167230,39644,12,2,393,83,8/16/2013 12:15,1,0,8/16/2013 0:33,13.19956,77.70688,12.92415,77.67229,1
182287,38538,12,2,1216,1373,11/06/13 18:00,0,0,10/31/2013 10:55,13.04937,77.51179,13.037255,77.58166,1
138042,25084,12,2,832,1218,2/16/2013 8:00,1,0,2/16/2013 0:13,12.88019,77.64558,12.96155,77.61572,1
182451,44489,89,2,83,330,11/26/2013 7:15,0,0,10/31/2013 12:24,12.92415,77.67229,12.858833,77.589127,1
175335,42066,12,2,571,1328,9/25/2013 7:00,1,0,9/25/2013 2:13,12.95185,77.69642,12.958808,77.649047,1
149264,30928,12,2,571,137,5/14/2013 21:00,1,0,5/14/2013 19:25,12.95185,77.69642,12.81575,77.68465,1
181366,33442,12,2,1371,463,10/27/2013 20:00,0,1,10/27/2013 17:12,13.000418,77.674835,12.96037,77.58132,1
172356,42065,12,2,1054,585,09/09/13 5:00,1,0,09/08/13 15:48,12.90184,77.581587,12.97677,77.5727,1
174458,33136,12,2,61,585,9/19/2013 20:00,0,1,9/19/2013 18:25,12.96298,77.71229,12.97677,77.5727,1
158400,35614,12,2,1390,271,07/04/13 19:30,1,0,07/04/13 16:43,12.969368,77.641302,12.95641,77.64076,1
138886,4870,12,2,1330,1192,2/22/2013 20:00,0,0,2/22/2013 18:10,12.953434,77.70651,12.97677,77.5727,1
159037,35830,12,2,1153,1384,07/06/13 20:45,0,0,07/06/13 19:31,12.87153,77.60206,13.02853,77.54625,1
174236,43028,12,2,458,1384,9/19/2013 17:45,1,0,9/18/2013 11:46,13.00037,77.72746,13.02853,77.54625,1
181835,46648,12,2,269,393,10/30/2013 11:00,1,0,10/30/2013 8:42,12.9744,77.69183,13.19956,77.70688,1
182326,41670,12,2,502,344,11/27/2013 6:30,0,0,10/31/2013 11:20,12.90084,77.56483,12.94788,77.67092,1
152818,32823,12,2,58,585,06/02/13 22:15,0,1,06/02/13 20:03,12.88963,77.60119,12.97677,77.5727,1
149954,38291,12,2,214,571,5/18/2013 21:30,0,0,5/18/2013 19:22,12.9822,77.60832,12.95185,77.69642,1
149643,29282,12,2,1281,150,5/17/2013 18:00,0,0,5/17/2013 11:38,12.934634,77.611283,12.89724,77.61065,1
150396,31487,12,2,1034,1386,5/22/2013 7:00,0,0,5/21/2013 15:20,13.047926,77.597766,12.878413,77.442232,1
172177,30726,89,3,122,NULL,09/08/13 16:30,0,0,09/07/13 13:56,12.99682,77.60436,NULL,NULL,1
152493,32607,12,2,1282,1394,06/01/13 19:30,1,0,06/01/13 17:50,12.959687,77.747099,12.939653,77.52039,1
172421,24088,12,2,87,499,09/08/13 23:30,0,1,09/08/13 21:27,12.97003,77.60658,12.88973,77.64865,1
171068,41339,12,2,1084,832,09/02/13 20:30,1,0,09/02/13 18:58,12.892657,77.581866,12.88019,77.64558,1
166745,35618,12,2,1279,1384,8/14/2013 19:30,1,0,8/13/2013 22:41,12.957188,77.705847,13.02853,77.54625,1
148846,30703,12,3,1283,NULL,05/12/13 14:00,1,0,05/12/13 12:02,12.973535,77.750528,NULL,NULL,1
148414,16215,12,3,61,NULL,05/10/13 20:00,0,0,05/10/13 14:29,12.96298,77.71229,NULL,NULL,1
164956,3935,12,2,1365,585,8/14/2013 17:00,0,0,08/05/13 10:54,12.845653,77.677925,12.97677,77.5727,1
147403,29131,12,2,1282,393,05/03/13 21:30,1,0,05/03/13 18:19,12.959687,77.747099,13.19956,77.70688,1
152533,27227,12,2,87,1257,06/01/13 23:00,0,1,06/01/13 19:01,12.97003,77.60658,12.934477,77.611284,1
142977,27508,12,2,1379,1226,3/31/2013 19:45,1,0,3/31/2013 18:13,13.062088,77.473672,13.01508,77.67796,1
174420,14364,12,2,1182,873,9/19/2013 18:30,1,0,9/19/2013 14:07,12.902551,77.521806,12.96959,77.60051,1
181540,46478,12,2,1165,89,10/28/2013 18:00,1,0,10/28/2013 16:43,12.990947,77.687112,12.96519,77.71932,1
178729,42027,12,2,571,1285,10/12/13 19:15,1,0,10/12/13 16:12,12.95185,77.69642,12.993032,77.661494,1
166879,39081,12,2,1021,1328,8/14/2013 15:00,0,0,8/14/2013 14:14,13.02853,77.54625,12.958808,77.649047,1
155157,34023,12,2,356,849,6/15/2013 16:00,1,0,6/15/2013 13:11,12.833854,77.400913,12.95434,77.60072,1
185038,29648,12,3,396,NULL,11/18/2013 8:30,0,0,11/17/2013 21:46,12.92073,77.66482,NULL,NULL,1
179120,45292,12,2,1333,571,10/14/2013 19:30,1,0,10/14/2013 17:08,12.895675,77.602293,12.95185,77.69642,1
184250,41566,12,2,1100,974,11/12/13 16:15,0,1,11/12/13 14:53,12.93652,77.54481,13.07557,77.55904,1
167726,38175,12,3,212,NULL,8/18/2013 10:30,1,0,8/18/2013 8:05,12.99474,77.60797,NULL,NULL,1
178838,45143,65,3,136,NULL,10/13/2013 11:30,1,0,10/13/2013 8:14,12.90796,77.62418,NULL,NULL,1
152390,32557,89,2,1096,83,06/01/13 16:00,1,0,06/01/13 13:05,12.96519,77.71932,12.92415,77.67229,1
169181,40627,12,2,1281,136,8/25/2013 19:00,1,0,8/25/2013 10:21,12.934634,77.611283,12.90796,77.62418,1
184209,47828,89,2,122,626,11/26/2013 9:30,0,0,11/12/13 12:40,12.99682,77.60436,12.975066,77.6027,1
151912,25923,12,2,142,585,5/30/2013 17:45,1,0,5/30/2013 15:10,12.91281,77.60923,12.97677,77.5727,1
152771,2181,12,2,1082,585,06/02/13 21:30,0,1,06/02/13 18:11,12.870924,77.575879,12.97677,77.5727,1
150651,30939,12,3,83,NULL,5/23/2013 11:30,0,0,5/23/2013 9:31,12.92415,77.67229,NULL,NULL,1
180973,45954,12,2,167,609,10/25/2013 18:15,1,0,10/25/2013 13:17,12.99036,77.58913,13.01452,77.58393,1
153183,33032,12,3,1096,NULL,06/05/13 7:00,0,0,06/04/13 19:59,12.96519,77.71932,NULL,NULL,1
151587,31167,12,2,1169,122,5/28/2013 19:15,1,0,5/28/2013 16:31,13.018523,77.644366,12.99682,77.60436,1
157275,35066,12,2,832,1384,6/28/2013 17:30,0,0,6/28/2013 11:23,12.88019,77.64558,13.02853,77.54625,1
184222,47828,89,2,626,122,11/25/2013 17:00,0,0,11/12/13 12:45,12.975066,77.6027,12.99682,77.60436,1
176869,43916,12,2,1181,1399,10/03/13 9:45,1,0,10/02/13 19:55,12.97896,77.67345,12.944965,77.683676,1
152836,32837,12,2,271,767,06/03/13 5:00,1,0,06/02/13 20:38,12.95641,77.64076,12.9122,77.51043,1
163783,38093,89,2,1365,293,08/01/13 7:30,1,0,7/31/2013 19:27,12.845653,77.677925,12.849482,77.663187,1
153156,33013,12,2,1032,452,06/04/13 18:00,1,0,06/04/13 15:39,12.913301,77.685592,12.95278,77.59088,1
182745,46888,89,2,1089,1337,11/02/13 4:00,1,0,11/01/13 17:17,12.99517,77.731147,12.975693,77.729096,1
173694,42809,12,2,571,585,9/15/2013 18:30,1,0,9/15/2013 16:43,12.95185,77.69642,12.97677,77.5727,1
164794,38422,89,2,330,1054,08/04/13 16:45,1,0,08/04/13 15:03,12.858833,77.589127,12.90184,77.581587,1
150601,31588,12,2,1086,293,5/23/2013 7:45,1,0,5/22/2013 21:29,12.907487,77.64729,12.849482,77.663187,1
180185,37456,12,2,1054,1335,10/21/2013 7:15,0,0,10/20/2013 15:11,12.90184,77.581587,12.894848,77.598843,1
171170,41348,12,2,1135,458,09/06/13 16:45,1,0,09/03/13 10:15,13.00775,77.67357,13.00037,77.72746,1
159156,35900,12,2,455,571,07/08/13 6:30,0,0,07/07/13 12:28,12.999874,77.67812,12.95185,77.69642,1
182140,32527,12,2,218,1026,11/19/2013 17:00,0,0,10/31/2013 9:59,12.96799,77.58882,13.10482,77.57631,1
171904,36888,12,2,1071,1279,09/06/13 16:30,1,0,09/06/13 12:47,12.937585,77.694433,12.957188,77.705847,1
183866,47671,12,2,393,142,11/10/13 10:00,1,0,11/09/13 23:23,13.19956,77.70688,12.91281,77.60923,1
178810,45124,65,3,293,NULL,10/13/2013 1:15,1,0,10/12/13 23:04,12.849482,77.663187,NULL,NULL,1
150117,31343,12,2,1214,450,5/19/2013 21:30,1,0,5/19/2013 19:55,12.97672,77.64927,12.9334,77.62652,1
145862,25640,12,2,34,585,4/24/2013 4:45,1,0,4/23/2013 20:35,12.96467,77.67424,12.97677,77.5727,1
172718,38089,12,2,83,115,09/10/13 19:00,0,0,09/10/13 18:15,12.92415,77.67229,12.99319,77.54472,1
152576,21836,12,2,356,488,06/02/13 19:00,1,0,06/01/13 23:28,12.833854,77.400913,12.959979,77.647998,1
159454,32269,12,2,105,1133,07/09/13 8:45,0,1,07/09/13 7:12,13.01766,77.64503,12.9744,77.69183,1
184343,47890,12,2,209,1181,11/13/2013 13:00,1,0,11/13/2013 9:02,12.97842,77.62972,12.97896,77.67345,1
159128,28735,12,2,176,1133,07/07/13 19:15,1,0,07/07/13 10:41,12.9073,77.69512,12.9744,77.69183,1
155749,34351,89,2,515,1371,6/19/2013 13:00,0,1,6/19/2013 11:00,12.97896,77.67345,13.000418,77.674835,1
149995,31273,12,2,83,393,5/19/2013 4:15,1,0,5/19/2013 2:43,12.92415,77.67229,13.19956,77.70688,1
150091,31328,28,2,571,1395,5/21/2013 19:15,1,0,5/19/2013 17:03,12.95185,77.69642,13.005603,77.628214,1
181334,45794,12,3,488,NULL,10/27/2013 15:30,1,0,10/27/2013 13:07,12.959979,77.647998,NULL,NULL,1
150259,31427,12,2,293,112,5/20/2013 18:30,1,0,5/20/2013 16:56,12.849482,77.663187,12.93331,77.56666,1
180720,46024,12,2,393,471,10/24/2013 12:00,1,0,10/24/2013 0:10,13.19956,77.70688,13.01854,77.63524,1
144246,28199,12,2,1120,1192,04/11/13 20:00,1,0,04/11/13 15:15,12.89724,77.61065,12.97677,77.5727,1
152878,32858,89,2,585,458,06/03/13 7:30,0,1,06/03/13 6:15,12.97677,77.5727,13.00037,77.72746,1
154405,33647,89,2,1166,62,06/11/13 9:00,1,0,06/10/13 22:47,12.997198,77.669514,12.92433,77.65006,1
176075,43794,12,2,362,1053,9/28/2013 18:45,1,0,9/28/2013 16:17,12.89468,77.62489,12.912799,77.589784,1
172704,20439,12,2,1286,832,09/10/13 18:30,0,1,09/10/13 17:02,12.973448,77.62032,12.88019,77.64558,1
178832,45139,12,2,1341,585,10/13/2013 4:30,1,0,10/13/2013 2:45,12.979703,77.69382,12.97677,77.5727,1
144904,28588,24,1,393,NULL,05/12/13 8:30,1,0,4/16/2013 14:51,13.19956,77.70688,NULL,NULL,1
184281,47854,12,2,293,1089,11/15/2013 8:45,1,0,11/12/13 18:34,12.849482,77.663187,12.99517,77.731147,1
146233,29306,12,2,49,1351,4/26/2013 17:30,1,0,4/26/2013 15:36,12.78091,77.77131,12.894352,77.675265,1
185846,3754,12,2,1307,727,11/23/2013 23:00,1,0,11/23/2013 18:42,12.975903,77.601584,12.89303,77.59701,1
152828,32832,12,2,1010,1337,06/03/13 9:00,1,0,06/02/13 20:24,12.96691,77.74935,12.975693,77.729096,1
148778,30662,12,2,83,1017,05/12/13 7:30,1,0,05/12/13 4:00,12.92415,77.67229,13.11084,77.60074,1
174651,43224,12,2,308,824,9/20/2013 19:15,1,0,9/20/2013 17:39,12.99049,77.69798,13.06557,77.58646,1
184880,48172,12,2,1214,1384,11/16/2013 19:30,1,0,11/16/2013 15:44,12.97672,77.64927,13.02853,77.54625,1
150507,31539,87,1,1282,NULL,5/24/2013 4:00,1,0,5/22/2013 10:56,12.959687,77.747099,NULL,NULL,1
139078,6166,12,2,869,1204,2/24/2013 10:00,0,0,2/24/2013 9:09,12.93545,77.5547,13.01899,77.54744,1
153638,16859,12,2,767,452,06/07/13 20:30,0,0,06/07/13 8:44,12.9122,77.51043,12.95278,77.59088,1
176222,43882,12,2,1165,471,9/29/2013 20:30,0,0,9/29/2013 17:14,12.990947,77.687112,13.01854,77.63524,1
142179,24042,12,2,1010,83,3/25/2013 17:15,0,0,3/25/2013 16:39,12.96691,77.74935,12.92415,77.67229,1
182235,34972,12,2,1041,949,11/28/2013 9:15,0,0,10/31/2013 10:30,12.974408,77.6648,12.98275,77.61582,1
172588,41834,89,2,559,531,09/10/13 8:00,1,0,09/09/13 21:59,12.97173,77.59829,12.99255,77.57842,1
181003,46193,12,2,625,585,10/25/2013 19:15,1,0,10/25/2013 16:18,12.95431,77.6553,12.97677,77.5727,1
148422,6530,12,2,83,572,05/10/13 21:00,1,0,05/10/13 15:38,12.92415,77.67229,12.91873,77.61494,1
182950,47126,89,2,1148,105,11/03/13 19:00,0,1,11/03/13 16:44,13.03064,77.6491,13.01766,77.64503,1
137808,24965,12,2,571,585,2/14/2013 17:30,1,0,2/14/2013 14:50,12.95185,77.69642,12.97677,77.5727,1
150549,30849,12,2,171,452,5/22/2013 20:00,0,0,5/22/2013 16:07,12.98479,77.66128,12.95278,77.59088,1
170293,41074,12,2,1388,1049,8/31/2013 7:00,1,0,8/30/2013 17:59,12.919722,77.592806,12.925348,77.574677,1
152545,32645,12,2,419,1056,06/01/13 21:30,1,0,06/01/13 19:59,13.051219,77.483053,12.919199,77.60931,1
178920,43865,12,2,1390,293,10/13/2013 22:45,1,0,10/13/2013 16:17,12.969368,77.641302,12.849482,77.663187,1
179342,45414,12,2,1237,1324,10/16/2013 9:00,0,1,10/16/2013 7:40,12.92645,77.61206,12.832201,77.678208,1
148617,30562,12,2,58,1261,05/12/13 7:00,1,0,05/11/13 13:21,12.88963,77.60119,13.08324,77.480214,1
179473,29648,12,3,1084,NULL,10/17/2013 7:45,0,0,10/17/2013 0:31,12.892657,77.581866,NULL,NULL,1
149652,31137,28,2,839,585,5/17/2013 17:30,0,0,5/17/2013 12:26,12.85773,77.78642,12.97677,77.5727,1
172001,41840,12,2,1085,963,09/06/13 19:30,1,0,09/06/13 17:54,12.911942,77.651582,12.99111,77.59204,1
147055,12849,12,2,58,585,05/03/13 15:30,0,0,05/01/13 17:48,12.88963,77.60119,12.97677,77.5727,1
185477,46198,12,2,156,1390,11/23/2013 17:00,0,0,11/21/2013 14:29,13.02622,77.70143,12.969368,77.641302,1
183069,43603,12,2,776,150,11/04/13 17:00,1,0,11/04/13 15:29,13.01508,77.67796,12.89724,77.61065,1
149992,31270,12,3,977,NULL,5/19/2013 9:45,1,0,5/19/2013 0:25,12.969933,77.533286,NULL,NULL,1
179135,45300,12,2,1089,393,10/15/2013 8:00,1,0,10/14/2013 18:35,12.99517,77.731147,13.19956,77.70688,1
184797,48127,12,3,1365,NULL,11/16/2013 6:30,0,1,11/16/2013 2:09,12.845653,77.677925,NULL,NULL,1
172525,42006,12,2,571,1321,09/09/13 20:15,1,0,09/09/13 16:26,12.95185,77.69642,12.987445,77.616958,1
179636,29648,12,3,630,NULL,10/18/2013 8:00,0,0,10/17/2013 22:13,12.9122,77.51043,NULL,NULL,1
152502,32215,12,2,1296,793,06/01/13 19:30,1,0,06/01/13 18:02,12.953852,77.639961,13.02239,77.59492,1
149939,20458,12,2,580,1384,5/18/2013 22:45,1,0,5/18/2013 18:24,12.97038,77.61045,13.02853,77.54625,1
159199,35899,12,2,112,1084,07/07/13 18:15,0,1,07/07/13 16:44,12.93331,77.56666,12.892657,77.581866,1
144770,28520,12,2,1074,393,4/15/2013 13:15,1,0,4/15/2013 11:37,12.95908,77.648149,13.19956,77.70688,1
172562,32290,12,3,1159,NULL,09/10/13 9:00,0,0,09/09/13 20:12,12.90163,77.582,NULL,NULL,1
184021,47742,12,2,1373,271,11/11/13 8:00,1,0,11/11/13 0:56,13.037255,77.58166,12.95641,77.64076,1
178816,45129,12,2,216,393,10/13/2013 3:15,1,0,10/13/2013 0:33,12.96817,77.60293,13.19956,77.70688,1
148401,30126,12,2,293,1237,5/17/2013 17:15,0,0,05/10/13 13:15,12.849482,77.663187,12.92645,77.61206,1
182580,46879,12,2,293,393,11/01/13 2:30,1,0,10/31/2013 19:37,12.849482,77.663187,13.19956,77.70688,1
172653,42230,89,2,292,25,09/10/13 17:00,1,0,09/10/13 11:41,12.93944,77.62923,12.98059,77.57475,1
157402,35111,12,2,1183,25,6/28/2013 22:00,1,0,6/28/2013 20:29,12.965563,77.668576,12.98059,77.57475,1
152305,32525,12,2,1095,515,06/01/13 5:30,1,0,06/01/13 3:55,12.92415,77.67229,12.97896,77.67345,1
154856,33729,12,2,1279,168,6/13/2013 17:15,1,0,6/13/2013 15:43,12.957188,77.705847,12.99313,77.59828,1
152259,32498,12,2,953,1262,06/01/13 7:00,1,0,5/31/2013 21:24,12.90536,77.54309,12.81575,77.68465,1
147649,6605,12,2,171,1384,05/05/13 17:15,0,0,05/05/13 13:37,12.98479,77.66128,13.02853,77.54625,1
178178,29648,12,2,373,559,10/10/13 9:00,0,0,10/09/13 23:19,12.87153,77.60206,12.97173,77.59829,1
152197,32462,12,2,1095,1192,5/31/2013 21:00,0,0,5/31/2013 18:31,12.92415,77.67229,12.97677,77.5727,1
135272,23647,12,2,1010,572,1/25/2013 18:15,0,0,1/25/2013 17:08,12.96691,77.74935,12.91873,77.61494,1
151002,22641,12,2,1096,112,5/26/2013 7:15,0,0,5/25/2013 8:24,12.96519,77.71932,12.93331,77.56666,1
146241,29312,12,2,571,1350,4/26/2013 18:00,1,0,4/26/2013 16:02,12.95185,77.69642,12.909202,77.5662,1
182183,27458,12,2,61,1285,11/25/2013 9:00,0,0,10/31/2013 10:14,12.96298,77.71229,12.993032,77.661494,1
169016,40535,12,3,1173,NULL,8/24/2013 18:15,0,1,8/24/2013 14:07,12.959979,77.647998,NULL,NULL,1
155325,34113,12,3,117,NULL,6/16/2013 16:30,0,1,6/16/2013 12:29,12.86966,77.62737,NULL,NULL,1
144078,14357,12,2,541,585,04/11/13 7:15,0,0,04/10/13 11:51,12.93524,77.61997,12.97677,77.5727,1
182324,41670,12,2,502,344,11/25/2013 6:30,0,0,10/31/2013 11:20,12.90084,77.56483,12.94788,77.67092,1
144736,28508,12,2,846,186,4/15/2013 10:15,0,1,4/15/2013 8:32,12.98635,77.58203,12.80257,77.70453,1
172004,41843,12,2,1052,1384,09/06/13 19:45,1,0,09/06/13 18:06,12.912695,77.576265,13.02853,77.54625,1
171478,41563,12,2,83,502,09/04/13 21:30,0,0,09/04/13 19:04,12.92415,77.67229,12.90084,77.56483,1
158660,35753,12,2,1038,393,07/06/13 6:00,1,0,07/06/13 1:44,12.981266,77.637162,13.19956,77.70688,1
152790,32802,12,2,448,585,06/02/13 20:45,0,1,06/02/13 19:11,12.92732,77.63575,12.97677,77.5727,1
178913,45185,12,2,1120,585,10/13/2013 19:45,1,0,10/13/2013 16:00,12.89724,77.61065,12.97677,77.5727,1
152542,32642,89,2,1192,1386,06/02/13 7:30,1,0,06/01/13 19:30,12.97677,77.5727,12.878413,77.442232,1
171984,30795,12,2,515,1371,09/06/13 22:45,1,0,09/06/13 17:26,12.97896,77.67345,13.000418,77.674835,1
148338,30415,12,2,293,1057,05/10/13 19:30,0,0,05/10/13 9:43,12.849482,77.663187,12.916156,77.643803,1
181919,45959,89,2,1337,1121,10/30/2013 18:15,1,0,10/30/2013 14:27,12.975693,77.729096,13.02622,77.70143,1
152489,32603,12,2,691,1021,06/01/13 20:00,1,0,06/01/13 17:40,12.93611,77.60751,13.02853,77.54625,1
184282,47855,12,2,484,393,11/13/2013 5:00,1,0,11/12/13 18:37,12.90013,77.48279,13.19956,77.70688,1
183574,29648,12,2,137,142,11/08/13 12:45,0,0,11/07/13 22:31,12.81575,77.68465,12.91281,77.60923,1
170797,29648,12,2,58,448,09/02/13 9:00,0,0,09/01/13 14:15,12.88963,77.60119,12.92732,77.63575,1
151115,31854,28,2,92,105,5/25/2013 19:00,0,0,5/25/2013 13:56,12.99569,77.6835,13.01766,77.64503,1
172493,38017,12,2,953,1281,09/09/13 14:00,1,0,09/09/13 12:24,12.90536,77.54309,12.934634,77.611283,1
150257,31425,12,2,373,585,5/20/2013 18:15,1,0,5/20/2013 16:46,12.87153,77.60206,12.97677,77.5727,1
161513,36997,12,2,1337,1390,7/19/2013 19:45,1,0,7/19/2013 17:47,12.975693,77.729096,12.969368,77.641302,1
182009,46746,12,2,450,585,10/31/2013 5:00,1,0,10/30/2013 21:37,12.9334,77.62652,12.97677,77.5727,1
149233,30911,12,2,264,585,5/14/2013 18:30,0,0,5/14/2013 15:42,12.90721,77.69544,12.97677,77.5727,1
171067,41338,12,2,1070,693,09/02/13 20:30,1,0,09/02/13 18:57,12.926098,77.681121,12.90868,77.60398,1
